image	English query	German query
https://tlk.s3.yandex.net/Fashion-200K/89930617_2.jpeg	Transparent style garment with different designs	Transparentes Kleidungsstück mit verschiedenen Designs
https://tlk.s3.yandex.net/Fashion-200K/88547110_0.jpeg	Orange pants for exercising at home	Orangefarbene Hose zum Trainieren zu Hause
https://tlk.s3.yandex.net/Fashion-200K/91059678_1.jpeg	White dress for a comfortable night's sleep	Weißes Kleid für einen angenehmen Schlaf
https://tlk.s3.yandex.net/Fashion-200K/91394830_2.jpeg	Wide bell-bottom style pants with different colored stripes	Weite Schlaghose mit verschiedenfarbigen Streifen
https://tlk.s3.yandex.net/Fashion-200K/91248690_0.jpeg	Dress made of three different colored fabrics	Kleid aus drei verschiedenfarbigen Stoffen
https://tlk.s3.yandex.net/Fashion-200K/91210542_0.jpeg	Black tights for exercising at home	Schwarze Strumpfhose für das Training zu Hause
https://tlk.s3.yandex.net/Fashion-200K/89165882_1.jpeg	Elegant dress with leaf styling at the back	Elegantes Kleid mit Blatt-Styling auf der Rückseite
https://tlk.s3.yandex.net/Fashion-200K/89662582_0.jpeg	Thin long vest for summer days	Dünne lange Weste für Sommertage
https://tlk.s3.yandex.net/Fashion-200K/91067996_2.jpeg	Blue jacket with zipper for winter	Blaue Jacke mit Reißverschluss für den Winter
https://tlk.s3.yandex.net/Fashion-200K/91022385_2.jpeg	Warm winter sweater blanket in black color	Warme Winterpullover-Decke in schwarzer Farbe
https://tlk.s3.yandex.net/Fashion-200K/91337647_2.jpeg	Mid-length black dress for office use	Mittellanges schwarzes Kleid für den Bürogebrauch
https://tlk.s3.yandex.net/Fashion-200K/91218960_2.jpeg	Long black jacket for winter days	Lange schwarze Jacke für Wintertage
https://tlk.s3.yandex.net/Fashion-200K/89226249_0.jpeg	Yellow dress with folds to simulate two parts	Gelbes Kleid mit Falten, um zwei Teile zu simulieren
https://tlk.s3.yandex.net/Fashion-200K/89098150_4.jpeg	Blouse with horizontal lines in different colors	Bluse mit horizontalen Linien in verschiedenen Farben
https://tlk.s3.yandex.net/Fashion-200K/91324107_4.jpeg	Summer style, T-shirt and shorts with sandals	Sommerlicher Stil, T-Shirt und Shorts mit Sandalen
https://tlk.s3.yandex.net/Fashion-200K/88239592_0.jpeg	Long dress including vest of the same style and color	Langes Kleid mit Weste im gleichen Stil und in der gleichen Farbe
https://tlk.s3.yandex.net/Fashion-200K/62873212_2.jpeg	Pants black, style to be at home	Hose schwarz, Stil zu Hause zu sein
https://tlk.s3.yandex.net/Fashion-200K/90178737_0.jpeg	Blue canvas jacket for cold days	Blaue Canvas-Jacke für kalte Tage
https://tlk.s3.yandex.net/Fashion-200K/91290013_0.jpeg	Grecian style pink silk dress for summer days	Rosa Seidenkleid im griechischen Stil für Sommertage
https://tlk.s3.yandex.net/Fashion-200K/85116372_0.jpeg	Plush style zipper jacket for cold days	Reißverschlussjacke im Plüschstil für kalte Tage
https://tlk.s3.yandex.net/Fashion-200K/91124964_2.jpeg	Plain clothes set white shirt with blue canvas pants	Zivilkleidung Set weißes Hemd mit blauer Leinenhose
https://tlk.s3.yandex.net/Fashion-200K/91413888_0.jpeg	Formal black shirt, casual or office use	Formelles schwarzes Hemd, Freizeit- oder Bürogebrauch
https://tlk.s3.yandex.net/Fashion-200K/91190216_1.jpeg	Women's plaid shirt long sleeve style	Damen kariertes Hemd Langarm-Stil
https://tlk.s3.yandex.net/Fashion-200K/89253142_2.jpeg	Coral color dress for beach days	Korallenfarbenes Kleid für Strandtage
https://tlk.s3.yandex.net/Fashion-200K/90110393_1.jpeg	Elegant white blouse for different uses	Elegante weiße Bluse für verschiedene Zwecke
https://tlk.s3.yandex.net/Fashion-200K/91106290_2.jpeg	Elegant black jacket for formal use	Elegante schwarze Jacke für den formellen Gebrauch
https://tlk.s3.yandex.net/Fashion-200K/90533407_0.jpeg	Light gray jacket for sunny days	Hellgraue Jacke für sonnige Tage
https://tlk.s3.yandex.net/Fashion-200K/79207455_0.jpeg	Women's jacket for office days different colors	Damenjacke für Bürotage verschiedene Farben
https://tlk.s3.yandex.net/Fashion-200K/69339767_0.jpeg	Black lycra simulating canvas pants for daily use	Schwarze Lycra-simulierende Canvas-Hose für den täglichen Gebrauch
https://tlk.s3.yandex.net/Fashion-200K/75710779_0.jpeg	Black skirt with different pink flowers	Schwarzer Rock mit verschiedenen rosa Blüten
https://tlk.s3.yandex.net/Fashion-200K/91420291_1.jpeg	Turtleneck dress in aqua blue color	Rollkragenkleid in aquablauer Farbe
https://tlk.s3.yandex.net/Fashion-200K/89261479_0.jpeg	Wide black silk skirt for comfort	Breiter schwarzer Seidenrock für Komfort
https://tlk.s3.yandex.net/Fashion-200K/91193070_5.jpeg	Problems with the image, cannot be displayed	Probleme mit dem Bild, kann nicht angezeigt werden
https://tlk.s3.yandex.net/Fashion-200K/90496842_3.jpeg	Blue pants with light blue lines for winter days	Blaue Hose mit hellblauen Linien für Wintertage
https://tlk.s3.yandex.net/Fashion-200K/88797293_1.jpeg	Skirt with different designs all in one, different colors	Rock mit verschiedenen Designs in einem, verschiedene Farben
https://tlk.s3.yandex.net/Fashion-200K/91374244_2.jpeg	Navy blue loose-fitting shirt, black pants and handbag.	Dunkelblaues, locker sitzendes Hemd, schwarze Hose und Handtasche.
https://tlk.s3.yandex.net/Fashion-200K/83275979_0.jpeg	Black zippered jacket biker style for daily use	Schwarze Reißverschlussjacke im Biker-Stil für den täglichen Gebrauch
https://tlk.s3.yandex.net/Fashion-200K/89688832_1.jpeg	Blue dress with beautiful embroidered designs	Blaues Kleid mit schönen Stickmustern
https://tlk.s3.yandex.net/Fashion-200K/91059528_0.jpeg	Black long Coat for women best design	Schwarzer langer Mantel für Frauen bestes Design
https://tlk.s3.yandex.net/Fashion-200K/88569806_0.jpeg	Pale pink zipper jacket for summer days	Hellrosa Reißverschlussjacke für Sommertage
https://tlk.s3.yandex.net/Fashion-200K/91198110_5.jpeg	Grey lycra with black tones to exercise	Graues Lycra mit schwarzen Tönen zum Trainieren
https://tlk.s3.yandex.net/Fashion-200K/90666199_0.jpeg	Black and white striped blouse soft fabric	Schwarz-weiß gestreifte Bluse weicher Stoff
https://tlk.s3.yandex.net/Fashion-200K/90346438_3.jpeg	Comfortable blue trousers style fabric pants	Bequeme blaue Stoffhose im Hosenstil
https://tlk.s3.yandex.net/Fashion-200K/91337647_0.jpeg	Elegant black dress for office use	Elegantes schwarzes Kleid für den Bürogebrauch
https://tlk.s3.yandex.net/Fashion-200K/89344459_0.jpeg	Grey slim fit Women trouser pants	Graue Slim Fit Damen Hosenhose
https://tlk.s3.yandex.net/Fashion-200K/90491498_2.jpeg	Elegant black dress for formal use	Elegantes schwarzes Kleid für den formellen Gebrauch
https://tlk.s3.yandex.net/Fashion-200K/91093212_0.jpeg	White dress with flower designs on the back	Weißes Kleid mit Blumenmotiven auf dem Rücken
https://tlk.s3.yandex.net/Fashion-200K/89196709_0.jpeg	Parrot color ladies coat best stuff	Papageienfarbe Damenmantel best stuff
https://tlk.s3.yandex.net/Fashion-200K/91387972_0.jpeg	Elegant black dress for office use soft fabric	Elegantes schwarzes Kleid für den Bürogebrauch weicher Stoff
https://tlk.s3.yandex.net/Fashion-200K/91363561_0.jpeg	women dress in black color net srms	damen Kleid in schwarzer Farbe Netz srms
https://tlk.s3.yandex.net/Fashion-200K/88993917_0.jpeg	Brown canvas trousers with gold heels	Braune Canvas-Hose mit goldenem Absatz
https://tlk.s3.yandex.net/Fashion-200K/90559574_1.jpeg	Miniskirt in different colors for summer	Minirock in verschiedenen Farben für den Sommer
https://tlk.s3.yandex.net/Fashion-200K/90950909_3.jpeg	Casual style black blouse with blue canvas pants	Lässige schwarze Bluse mit blauer Leinenhose
https://tlk.s3.yandex.net/Fashion-200K/89457583_0.jpeg	White blouse with black canvas pants	Weiße Bluse mit schwarzer Canvas-Hose
https://tlk.s3.yandex.net/Fashion-200K/90210928_1.jpeg	Blue jeans ladies slim fit jacket	Blaue Jeans Damen Slim Fit Jacke
https://tlk.s3.yandex.net/Fashion-200K/91329617_1.jpeg	Elegant brown dress for office use	Elegantes braunes Kleid für den Bürogebrauch
https://tlk.s3.yandex.net/Fashion-200K/88627402_0.jpeg	White color ladies dress pant wrinkle free	Weiße Farbe Damen Kleid Hose faltenfrei
https://tlk.s3.yandex.net/Fashion-200K/91420577_1.jpeg	Casual style white cotton blouse with black pants	Lässige weiße Baumwollbluse mit schwarzer Hose
https://tlk.s3.yandex.net/Fashion-200K/22573393_5.jpeg	Beautiful golden ring and bracelets for men	Schöner goldener Ring und Armbänder für Männer
https://tlk.s3.yandex.net/Fashion-200K/91264790_2.jpeg	Casual style dark red dress for office days	Dunkelrotes Kleid im lässigen Stil für Bürotage
https://tlk.s3.yandex.net/Fashion-200K/90028106_2.jpeg	Black pants made of soft and thin fabric for comfort	Schwarze Hose aus weichem und dünnem Stoff für Komfort
https://tlk.s3.yandex.net/Fashion-200K/91267990_3.jpeg	Red pants made of soft and thin fabric for comfort	Rote Hose aus weichem und dünnem Stoff für Komfort
https://tlk.s3.yandex.net/Fashion-200K/90287381_0.jpeg	White pants made of soft and thin fabric for comfort	Weiße Hose aus weichem und dünnem Stoff für Komfort
https://tlk.s3.yandex.net/Fashion-200K/90963631_0.jpeg	White embroidery style dress with different designs	Weißes Kleid im Stickstil mit verschiedenen Designs
https://tlk.s3.yandex.net/Fashion-200K/91435525_0.jpeg	Soft white T-shirt in the style of a mouth sticking out its tongue	Weiches weißes T-Shirt im Stil eines Mundes, der die Zunge herausstreckt
https://tlk.s3.yandex.net/Fashion-200K/91338291_4.jpeg	Light blue cotton t-shirt for summer days	Hellblaues Baumwoll-T-Shirt für Sommertage
https://tlk.s3.yandex.net/Fashion-200K/90131438_1.jpeg	Elegant black dress with left side details	Elegantes schwarzes Kleid mit Details auf der linken Seite
https://tlk.s3.yandex.net/Fashion-200K/90235919_1.jpeg	Cool T-shirt in three different colors	Cooles T-Shirt in drei verschiedenen Farben
https://tlk.s3.yandex.net/Fashion-200K/91271228_0.jpeg	White cartoon printed cotton shirt for men	Weißes Cartoon bedrucktes Baumwollhemd für Männer
https://tlk.s3.yandex.net/Fashion-200K/91336762_2.jpeg	Elegant dress with extravagant design that makes it unique	Elegantes Kleid mit extravagantem Design, das es einzigartig macht
https://tlk.s3.yandex.net/Fashion-200K/83771109_0.jpeg	Purple silk elegant dress for comfort	Elegantes Kleid aus lila Seide für Komfort
https://tlk.s3.yandex.net/Fashion-200K/90979941_3.jpeg	Black wool ladies skirt for party	Schwarzer Damenrock aus Wolle für Party
https://tlk.s3.yandex.net/Fashion-200K/89724407_2.jpeg	Red shirt for casual or formal style	Rotes Hemd für lässigen oder formellen Stil
https://tlk.s3.yandex.net/Fashion-200K/90089413_0.jpeg	Brown jacket with a small checkered design	Braune Jacke mit kleinem Karomuster
https://tlk.s3.yandex.net/Fashion-200K/88128594_2.jpeg	Set of jacket and skirt of the same design in light blue color	Set aus Jacke und Rock des gleichen Designs in hellblauer Farbe
https://tlk.s3.yandex.net/Fashion-200K/75139319_0.jpeg	White stylish skirt for office and office shoes	Weißer stylischer Rock für Büro- und Büroschuhe
https://tlk.s3.yandex.net/Fashion-200K/91229849_0.jpeg	Pants with pink and light blue flowers design	Hose mit rosa und hellblauem Blumendesign
https://tlk.s3.yandex.net/Fashion-200K/91374711_2.jpeg	Casual pink dress for different types of events	Lässiges rosa Kleid für verschiedene Arten von Veranstaltungen
https://tlk.s3.yandex.net/Fashion-200K/91325993_1.jpeg	Shirt with embroidered flower design and blue pants	Hemd mit gesticktem Blumenmuster und blauer Hose
https://tlk.s3.yandex.net/Fashion-200K/91101899_4.jpeg	Ladies light blue jersy shirt for summer	Damen hellblaues Jersy-Shirt für den Sommer
https://tlk.s3.yandex.net/Fashion-200K/91249167_1.jpeg	Simple plane ladies red dress for party	Einfaches Flugzeug Damen rotes Kleid für Party
https://tlk.s3.yandex.net/Fashion-200K/76432660_2.jpeg	Elegant black dress for casual or formal use	Elegantes schwarzes Kleid für den lässigen oder formellen Gebrauch
https://tlk.s3.yandex.net/Fashion-200K/81915766_1.jpeg	Elegant skirt for casual or formal use with different designs.	Eleganter Rock für den lässigen oder formellen Gebrauch mit verschiedenen Designs.
https://tlk.s3.yandex.net/Fashion-200K/91204050_3.jpeg	Dark blue blouse and black pants	Dunkelblaue Bluse und schwarze Hose
https://tlk.s3.yandex.net/Fashion-200K/90538810_0.jpeg	Long zippered rain jacket for rainy days	Lange Regenjacke mit Reißverschluss für regnerische Tage
https://tlk.s3.yandex.net/Fashion-200K/91212488_0.jpeg	Long dress with different Chinese style design	Langes Kleid mit unterschiedlichem Design im chinesischen Stil
https://tlk.s3.yandex.net/Fashion-200K/89864050_10.jpeg	black slim long coat for women	schwarzer schlanker langer Mantel für Damen
https://tlk.s3.yandex.net/Fashion-200K/40514366_3.jpeg	women's quilted black leather jacket for motorcycle riders	damen gesteppte schwarze Lederjacke für Motorradfahrer
https://tlk.s3.yandex.net/Fashion-200K/90179855_5.jpeg	Different types of fabrics, to make clothing sets	Verschiedene Arten von Stoffen, um Kleidungssets herzustellen
https://tlk.s3.yandex.net/Fashion-200K/72371557_3.jpeg	Green jacket with zipper biker style	Grüne Jacke mit Reißverschluss im Biker-Stil
https://tlk.s3.yandex.net/Fashion-200K/74230736_4.jpeg	Black dress for casual or formal use	Schwarzes Kleid für den lässigen oder formellen Gebrauch
https://tlk.s3.yandex.net/Fashion-200K/82575441_0.jpeg	Unisex black and white check shirt	Schwarz-weiß kariertes Unisex-Hemd
https://tlk.s3.yandex.net/Fashion-200K/90867583_16.jpeg	Black pants with gray lettering for exercise	Schwarze Hose mit grauem Schriftzug zum Trainieren
https://tlk.s3.yandex.net/Fashion-200K/90364847_1.jpeg	Jacket in different colors and butterfly styles	Jacke in verschiedenen Farben und Schmetterlingsstilen
https://tlk.s3.yandex.net/Fashion-200K/90774646_4.jpeg	Elegant skirt with orange, green and red combination	Eleganter Rock mit orange, grüner und roter Kombination
https://tlk.s3.yandex.net/Fashion-200K/88193947_1.jpeg	Elegant white dress with embroidered designs on the shoulders	Elegantes weißes Kleid mit gestickten Mustern auf den Schultern
https://tlk.s3.yandex.net/Fashion-200K/91039430_2.jpeg	Light blue blouse, with white design on the neckline	Hellblaue Bluse mit weißem Design am Ausschnitt
https://tlk.s3.yandex.net/Fashion-200K/89283206_5.jpeg	women's leggings macaw pattern sequins for yoga, running, exercise	damen Leggings Ara Muster Pailletten für Yoga, Laufen, Bewegung
https://tlk.s3.yandex.net/Fashion-200K/90885379_3.jpeg	Orange silk dress with golden bracelet	Orangefarbenes Seidenkleid mit goldenem Armband
https://tlk.s3.yandex.net/Fashion-200K/90043584_2.jpeg	Black fleece sweater for cold days	Schwarzer Fleecepullover für kalte Tage
https://tlk.s3.yandex.net/Fashion-200K/71245814_1.jpeg	Elegant black dress with embroidery design	Elegantes schwarzes Kleid mit Stickmuster
https://tlk.s3.yandex.net/Fashion-200K/91420974_2.jpeg	women's high waisted beige flared midi skirt for work and leisure	beige ausgestellter Midirock für Damen mit hoher Taille für Arbeit und Freizeit
https://tlk.s3.yandex.net/Fashion-200K/91369083_3.jpeg	women's one shoulder silk dress, ruffle pocket, slide slit in white for parties	damen One-Shoulder-Seidenkleid, Rüschentasche, Schiebeschlitz in Weiß für Partys
https://tlk.s3.yandex.net/Fashion-200K/89673593_0.jpeg	SHORT BLACK WITH TOP BLACK SEXY	KURZES SCHWARZES MIT TOP SCHWARZ SEXY
https://tlk.s3.yandex.net/Fashion-200K/91412389_3.jpeg	BLEU JEAN JACKET BLACK SHIRT MARINE	BLAUE JEANSJACKE SCHWARZES HEMD MARINE
https://tlk.s3.yandex.net/Fashion-200K/89442955_3.jpeg	Pink dress with white lines for summer days	Rosa Kleid mit weißen Linien für Sommertage
https://tlk.s3.yandex.net/Fashion-200K/91328478_3.jpeg	women's workwear pant in black stretch fabric fit waist flare	damen-Workwear-Hose aus schwarzem Stretchgewebe Fit Waist Flare
https://tlk.s3.yandex.net/Fashion-200K/90787851_0.jpeg	Grey plush set for rainy days	Graues Plüschset für Regentage
https://tlk.s3.yandex.net/Fashion-200K/88712059_2.jpeg	Gray dress for formal or casual use	Graues Kleid für den formellen oder ungezwungenen Gebrauch
https://tlk.s3.yandex.net/Fashion-200K/91243681_5.jpeg	Red jacket with different types of zippers	Rote Jacke mit verschiedenen Reißverschlüssen
https://tlk.s3.yandex.net/Fashion-200K/88126054_0.jpeg	Black shirt with different light blue floral prints	Schwarzes Hemd mit verschiedenen hellblauen Blumendrucken
https://tlk.s3.yandex.net/Fashion-200K/90356971_0.jpeg	women's black sleeveless blazer wool, cashmere ticket pocket	schwarzer ärmelloser Damen-Blazer aus Wolle, Kaschmir-Tickettasche
https://tlk.s3.yandex.net/Fashion-200K/91084924_0.jpeg	White canvas trousers with black high heels	Weiße Canvas Hose mit schwarzen High Heels
https://tlk.s3.yandex.net/Fashion-200K/90808064_3.jpeg	Black coat design with buttons on protruding details	Schwarzes Manteldesign mit Knöpfen an hervorstehenden Details
https://tlk.s3.yandex.net/Fashion-200K/88705904_1.jpeg	Combined red dress in one piece	Kombiniertes rotes Kleid in einem Stück
https://tlk.s3.yandex.net/Fashion-200K/79405092_0.jpeg	Zipper sweater with a leopard design	Reißverschlusspullover mit Leoparden-Design
https://tlk.s3.yandex.net/Fashion-200K/76479825_2.jpeg	Purple fleece sweater for cold days	Lila Fleecepullover für kalte Tage
https://tlk.s3.yandex.net/Fashion-200K/91234051_0.jpeg	Elegant white dress with embossed design	Elegantes weißes Kleid mit geprägtem Design
